lemma,variant,reason
ٱِسْتِعْداد,واستعدادها,same lemma
ٱِسْم,واسمها,same lemma
واقِع,واقعه,same lemma
تَرَك,والأتراك,same lemma
آلَم,والألم,same lemma
أَوَّل,والأولى,same lemma
إِمْكانِيَّة,والإمكانيات,same lemma
ٱِجْتِهاد,والاجتهاد,same lemma
ٱِنْتِشار,والانتشار,same lemma
برِيطانِيّ,والبريطانيين,same lemma
ٱِلْتَحَق,والتحق,same lemma
تَساؤُل,والتساؤل,same lemma
جَوّ,والجو,same lemma
حِلْف,والحلف,same lemma
حِوار,والحوارات,same lemma
دَم,والدماء,same lemma
والِد,والديها,same lemma
راحَة,والراحة,same lemma
ضابِط,والضوابط,same lemma
عامِل,والعوامل,same lemma
مَجْزَرَة,والمجازر,same lemma
مَحَلّ,والمحال,same lemma
مَحَطَّة,والمحطات,same lemma
مَسْؤُول,والمسؤولون,same lemma
مَسِيحِيّ,والمسيحي,same lemma
مَعْرَكَة,والمعارك,same lemma
نِضال,والنضال,same lemma
هَدِيَّة,والهدايا,same lemma
ٱِنْهار,وانهارت,same lemma
أَيَّد,وايد,same lemma
بَثّ,وبثت,same lemma
خِلاف,وبخلاف,same lemma
شِدَّة,وبشدة,same lemma
تَأْجِيل,وتأجيل,same lemma
تَداوُل,وتداول,same lemma
دَعا,وتدعي,same lemma
تَذْلِيل,وتذليل,same lemma
ٱِسْتَضاف,وتستضيف,same lemma
شَدَّد,وتشدد,same lemma
عَطَّل,وتعطل,same lemma
تَعَلَّق,وتعلق,same lemma
فَهِم,وتفهم,same lemma
تَيّار,وتيارات,same lemma
ثَقافِيّ,وثقافياً,same lemma
جُنْدِيّ,وجندي,same lemma
حان,وحان,same lemma
حَدَث,وحدثت,same lemma
خُلاصَة,وخلاصة,same lemma
وَدَع,ودعي,same lemma
دَوْلِيّ,ودولياً,same lemma
زَمِيل,وزملاؤه,same lemma
قَدَّم,وستقدم,same lemma
سُمْعَة,وسمعة,same lemma
عَمَل,وسنعمل,same lemma
تَوَلِّي,وسيتولى,same lemma
عَرَض,وسيعرض,same lemma
صَلاحِيَّة,وصلاحيات,same lemma
ضَبْط,وضبطت,same lemma
ضابِط,وضوابط,same lemma
ظُلْم,وظلم,same lemma
وَعْي,وعيا,same lemma
فَحْص,وفحص,same lemma
فَسَّر,وفسر,same lemma
فِنْلَنْدا,وفنلندا,same lemma
كَتِيبَة,وكتائب,same lemma
كُلّ,وكلّ,same lemma
كَمال,وكمال,same lemma
كَمِّيَّة,وكميات,same lemma
مَطْلُوب,ومطلوب,same lemma
مَقال,ومقالات,same lemma
هَيْمَنَة,وهيمنة,same lemma
وَطَن,ووطنه,same lemma
وَقْف,ووقفت,same lemma
تَصَدَّر,ويتصدر,same lemma
أَثْبَت,ويثبت,same lemma
عاقَب,ويعاقب,same lemma
ٱِعْتَقَد,ويعتقدون,same lemma
ٱِمْتَدّ,ويمتد,same lemma
أَمْكَن,ويمكننا,same lemma
أَهْل,يؤهلها,same lemma
تَجَسَّد,يتجسد,same lemma
تَخَلُّف,يتخلف,same lemma
تَعَلَّم,يتعلمون,same lemma
تَوَصُّل,يتوصلوا,same lemma
تَوَقُّف,يتوقفوا,same lemma
أَثْمَر,يثمر,same lemma
أَحال,يحال,same lemma
يَد,يدك,same lemma
رِزْق,يرزق,same lemma
ٱِسْتَفاد,يستفيدوا,same lemma
ٱِسْتَقْطَب,يستقطب,same lemma
أَعْطَى,يعطيهم,same lemma
قَبَع,يقبعون,same lemma
كافَح,يكافح,same lemma
ٱِمْتَلَك,يمتلكه,same lemma
نَسِي,ينسوا,same lemma
هَزَم,يهزم,same lemma
أَحال,أحالت,same lemma
حَمَل,أحمل,same lemma
أُخْت,أخته,same lemma
أَرْسَل,أرسلوا,same lemma
أُسْتاذ,أستاذنا,same lemma
سَطْح,أسطح,same lemma
ٱِسْم,أسمها,same lemma
أَشَدّ,أشدّ,same lemma
أَضاف,أضافة,same lemma
عَبْر,أعبر,same lemma
ٱِعْتَذَر,أعتذر,same lemma
عَدَد,أعدادهم,same lemma
فَوْج,أفواج,same lemma
قِسْط,أقساط,same lemma
لَغْم,ألغام,same lemma
أَنْقَذ,أنقذت,same lemma
إِنَّما,أنما,same lemma
أَوْحَى,أوحى,same lemma
يَوْم,أيامها,same lemma
ٱِتِّهام,إتهام,same lemma
أَجاب,إجابته,same lemma
ٱِسْتِغْلال,إستغلال,same lemma
إِطار,إطاره,same lemma
أَثْر,اثره,same lemma
إِجْراء,اجراءاتها,same lemma
أَحَد,احادي,same lemma
أَخَذ,اخذنا,same lemma
أَخْلاقِيّ,اخلاقي,same lemma
ٱِرْتِباك,ارتباك,same lemma
أَراد,اردت,same lemma
أَرْسِنال,ارسنال,same lemma
ارهابيه،,ارهابية،,same lemma
ٱِسْتِبْعاد,استبعاده,same lemma
ٱِعْتِقاد,اعتقادا,same lemma
عَدَد,اعدادا,same lemma
ٱِفْتِراضِيّ,افتراضي,same lemma
ٱِقْتَرَن,اقترن,same lemma
جِنِين,الأجنة,same lemma
إِسْلامِيّ,الأسلامية,same lemma
أَمامِيّ,الأمامي,same lemma
مَوْج,الأمواج,same lemma
ٱِعْتِداء,الإعتداء,same lemma
إِقْلِيمِيّ,الإقليميين,same lemma
إِمْكانِيَّة,الإمكانية,same lemma
ٱِبْتِسامَة,الابتسامة,same lemma
أَخَوِيّ,الاخوية,same lemma
ٱِسْتِنْتاج,الاستنتاجات,same lemma
أَعْنَف,الاعنف,same lemma
غَنِيّ,الاغنياء,same lemma
قِسْم,الاقسام,same lemma
إِقْلِيمِيّ,الاقليمى,same lemma
بَرْمَجَة,البرمجة,same lemma
تَأْكِيد,التأكيدات,same lemma
تايْوانِيّ,التايوانية,same lemma
تَرَدَّى,التردي,same lemma
تَكْتِيك,التكتيكات,same lemma
تَمْرِين,التمرين,same lemma
ثَرِيّ,الثري,same lemma
جَذْب,الجذب,same lemma
حازِم,الحازمة,same lemma
حاسِب,الحاسبات,same lemma
خَرَق,الخرق,same lemma
خِصْب,الخصيب,same lemma
خِطابِيّ,الخطابية,same lemma
خُمَيْنِي,الخمينية,same lemma
خَيالِيّ,الخيالية,same lemma
دَعْوَى,الدعوية,same lemma
رُوك,الروك,same lemma
رَيِّس,الريس,same lemma
سَمَح,السمحة,same lemma
سِنِغالِيّ,السنغالية,same lemma
صَحِيح,الصحيحين,same lemma
طاحِن,الطاحنة,same lemma
عِلَّة,العلل,same lemma
عَلَوِيّ,العلويين,same lemma
فَخْم,الفخم,same lemma
فَرَّق,الفروقات,same lemma
فَرِيضَة,الفريضة,same lemma
قَداسَة,القداسة,same lemma
كُرْدِيّ,الكُرد,same lemma
مَتْجَر,المتجر,same lemma
مُتَمَرْكِز,المتمركزين,same lemma
مُتَوَقِّف,المتوقفة,same lemma
مُحِبّ,المحب,same lemma
مُحْتَرَم,المحترمة,same lemma
مُشِير,المشير,same lemma
مَصْرُوف,المصروفات,same lemma
مُطَوِّر,المطورة,same lemma
مَمْنُوع,الممنوعة,same lemma
مُنْفَرِد,المنفردة,same lemma
مَوْكِب,المواكب,same lemma
وَجْبَة,الوجبة,same lemma
ٱِنْفَرَد,انفرد,same lemma
ٱِنْقِسام,انقساما,same lemma
ٱِنْهِيار,انهياره,same lemma
أَوْرَد,اوردته,same lemma
أَوْصَى,اوصت,same lemma
آلَم,بألم,same lemma
أَمَل,بأمل,same lemma
إِبْقاء,بإبقاء,same lemma
إِحالَة,بإحالة,same lemma
إِدْخال,بادخال,same lemma
بارِز,بارزون,same lemma
أَزْمَة,بازمة,same lemma
ٱِسْتِثْمار,باستثمارات,same lemma
ٱِسْتِلام,باستلام,same lemma
ٱِعْتِبار,باعتبارهما,same lemma
ٱِجْتِماع,بالاجتماع,same lemma
ٱِسْتِعْداد,بالاستعداد,same lemma
تَصَرُّف,بالتصرف,same lemma
تَفاؤُل,بالتفاؤل,same lemma
تَوازُن,بالتوازن,same lemma
حِجاب,بالحجاب,same lemma
خُطَّة,بالخطة,same lemma
طَرِيق,بالطريق,same lemma
غُرْفَة,بالغرفة,same lemma
قَصِيم,بالقصيم,same lemma
كِتابَة,بالكتابة,same lemma
مَحَطَّة,بالمحطة,same lemma
هِنْد,بالهند,same lemma
وَفاء,بالوفاء,same lemma
أَمْر,بامر,same lemma
أَهَمِّيَّة,باهمية,same lemma
تَحْرِيض,بتحريض,same lemma
تَحَسُّن,بتحسن,same lemma
تَصْرِيح,بتصريحاته,same lemma
تَقْوِيض,بتقويض,same lemma
بَحْرَيْنِيّ,بحريني,same lemma
حِزام,بحزام,same lemma
حِساب,بحساب,same lemma
دَوْر,بدورنا,same lemma
بَذْل,بذله,same lemma
بَرِيء,براء,same lemma
بَراعَة,براعة,same lemma
بَرْنامَج,برنامجهم,same lemma
بَسْمَة,بسمة,same lemma
عَقْل,بعقل,same lemma
قَتَل,بقتله,same lemma
بَكَلُورِيُوس,بكالوريوس,same lemma
بَلَد,بلدك,same lemma
مُتَطَلَّبات,بمتطلبات,same lemma
بَهِج,بهجت,same lemma
واجِب,بواجباتها,same lemma
يَد,بيدي,same lemma
بَيِّن,بينا,same lemma
بَثّ,تبثها,same lemma
تَخَيَّل,تتخيل,same lemma
تَدَهْوُر,تتدهور,same lemma
تَقَبَّل,تتقبل,same lemma
جَنْي,تجني,same lemma
حاكَى,تحاك,same lemma
ٱِحْتاج,تحتج,same lemma
ٱِحْتَوَى,تحتويه,same lemma
تَدَفُّق,تدفقت,same lemma
رافَق,ترافقه,same lemma
ساعَد,تساعدها,same lemma
ٱِشْتَغَل,تشتغل,same lemma
تَضَمَّن,تضمنته,same lemma
تَطَوُّر,تطوّر,same lemma
تَعاطِي,تعاطيه,same lemma
تَعالَى,تعالت,same lemma
تَعاوُن,تعاونه,same lemma
تَفاعُل,تفاعلات,same lemma
تَفاوُضِيّ,تفاوضية,same lemma
فَهِم,تفهما,same lemma
تَفَوُّق,تفوقه,same lemma
تَقْدِير,تقديرها,same lemma
تَمْثِيل,تمثيلا,same lemma
مَيَّز,تميزها,same lemma
تَنازُل,تنازلت,same lemma
تَهْدِيد,تهديده,same lemma
تَوازُن,توازنه,same lemma
تَوَلِّي,تولوا,same lemma
ثُنائِيّ,ثنائيا,same lemma
جَواب,جواباً,same lemma
حادِث,حادثا,same lemma
حِبْر,حبرا,same lemma
حَرَّر,حررت,same lemma
حِصان,حصن,same lemma
حَفْرِيّ,حفريات,same lemma
حِوار,حوارنا,same lemma
حَيْثُ,حيثُ,same lemma
حِين,حيناً,same lemma
خَوْض,خوضها,same lemma
دَفْع,دفعني,same lemma
دافَع,دوافعه,same lemma
دَوْرِيّ,دوريته,same lemma
دِيكْتاتُور,ديكتاتور,same lemma
ذَكَر,ذكور,same lemma
رَقِيق,رقيقة,same lemma
سابِقَة,سابقتها,same lemma
سادِس,سادسا,same lemma
آل,ستؤول,same lemma
جَمْع,ستجمع,same lemma
سَفِينَة,سفنها,same lemma
سَمَّى,سمى,same lemma
سِياحِيّ,سياحيا,same lemma
بَحْث,سيبحثون,same lemma
وَجَد,سيجدون,same lemma
خَسِر,سيخسر,same lemma
أَقام,سيقيم,same lemma
شابّ,شابت,same lemma
شُمُول,شمولي,same lemma
شَيَّد,شيدت,same lemma
صَباح,صباحك,same lemma
صَدَم,صدمت,same lemma
صَمَد,صمد,same lemma
ضِيافَة,ضيافة,same lemma
طائِر,طائر,same lemma
عالَمِيّ,عالميين,same lemma
عِزّ,عزّ,same lemma
عَصِيّ,عصية,same lemma
عُقُوبَة,عقوبته,same lemma
عَلَى,عليَّ,same lemma
عِماد,عمادة,same lemma
فارِسِيّ,فارسية,same lemma
ٱِعْتَبَر,فاعتبر,same lemma
حِزْب,فحزب,same lemma
تَمّ,فسيتم,same lemma
فِعْل,فعلوه,same lemma
قال,فيقولون,same lemma
قِمَّة,قمته,same lemma
كَتِف,كتف,same lemma
عادَة,كعادتها,same lemma
عُنْصُر,كعنصر,same lemma
قَضِيَّة,كقضية,same lemma
أَبْناء,لأبنائهم,same lemma
طَرَف,لأطراف,same lemma
إِبْراز,لإبراز,same lemma
ٱِسْتِئْصال,لاستئصال,same lemma
لُبْنانِيّ,لبنانياً,same lemma
سَمَّى,لتسمية,same lemma
تَصْرِيف,لتصريف,same lemma
تَطَوُّرات,لتطورات,same lemma
تَقْدِير,لتقدير,same lemma
تَنْظِيف,لتنظيف,same lemma
رَحِيل,لرحيل,same lemma
طَمْأَنَة,لطمأنة,same lemma
أَثْر,للآثار,same lemma
طَبِيب,للأطباء,same lemma
أُرْدُنّ,للاردن,same lemma
ٱِسْتِشارَة,للاستشارات,same lemma
إِنْتِرْنِت,للانترنت,same lemma
ٱِنْفِتاح,للانفتاح,same lemma
تَعْدِيل,للتعديل,same lemma
تَفاعُل,للتفاعل,same lemma
قِيادَة,للقيادات,same lemma
كَبِير,للكبار,same lemma
مُؤْتَمَر,للمؤتمرات,same lemma
ماضِي,للماضي,same lemma
مَسْؤُول,للمسؤول,same lemma
مَدَّد,لمدد,same lemma
مَقام,لمقام,same lemma
ماء,لمياه,same lemma
وِجْهَة,لوجهة,same lemma
مُثْمِر,مثمر,same lemma
مُخالِف,مخالفاً,same lemma
مُدافِع,مدافعة,same lemma
مَدْرَسِيّ,مدرسية,same lemma
مَدَنِيّ,مدنيان,same lemma
مُرْعِب,مرعبة,same lemma
مَرْفُوع,مرفوعة,same lemma
مُسْتَحِقّ,مستحقة,same lemma
مُسْتَغَلّ,مستغلا,same lemma
مُسْتَهْدَف,مستهدفا,same lemma
مَشْرُوع,مشروعهم,same lemma
مُصَوِّر,مصورا,same lemma
مُعْتَرَف,معترفا,same lemma
مُعْتَقَل,معتقلات,same lemma
مَعْلُوماتِيّ,معلوماتية,same lemma
مَقال,مقالاتي,same lemma
مِنْطَقَة,منطقه,same lemma
مَنْع,منعته,same lemma
مُنْقَسِم,منقسم,same lemma
مُهاجِم,مهاجمين,same lemma
مَوْقِف,مواقفهما,same lemma
مُوالِي,موالون,same lemma
مُوَحَّد,موحداً,same lemma
نافِع,نافعة,same lemma
تَدَخُّل,نتدخل,same lemma
تَفَهَّم,نتفهم,same lemma
نَحْو,نحوه,same lemma
راوَنْد,نراهم,same lemma
سِرِّيّ,نسر,same lemma
نَظِير,نظيراتها,same lemma
فَخْر,نفخر,same lemma
ٱِقْتَرَب,نقترب,same lemma
قال,نقوله,same lemma
كَرَّر,نكرر,same lemma
نِيَّة,نواياه,same lemma
هَوَى,هوت,same lemma
أَكَّد,وأؤكد,same lemma
حُكْم,وأحكام,same lemma
دَعا,وأدعو,same lemma
فِيلْم,وأفلام,same lemma
أَقام,وأقامت,same lemma
أَكَّد,وأكّدت,same lemma
مال,وأموال,same lemma
أَنْصار,وأنصاره,same lemma
أَنْهَى,وأنهت,same lemma
إِشْعال,وإشعال,same lemma
ٱِحْتِواء,واحتواء,same lemma
حَدَث,واحداث,same lemma
ٱِسْتَبْعَد,واستبعدت,same lemma
أَعاد,واعيد,same lemma
أَفْرَج,وافرج,same lemma
واقِع,واقعها,same lemma
حال,والأحوال,same lemma
إِسْكان,والإسكان,same lemma
تَرْجَمَة,والترجمة,same lemma
ٱِلْتَزَم,والتزمت,same lemma
