rank,arabic_lemma,transliteration,english_core_gloss,part_of_speech,canonical_form_rule_used,root_if_relevant,estimated_frequency_tier,dispersion_score,usefulness_score,register_label,keep_reason,merged_forms_or_variants,notes
4249,مَتْجَر,matojar,A shopper.,noun,noun: singular lemma,تجر,T4,0.333,6.712,media,high_frequency + dispersion,المتاجر; المتجر; متاجر; متجر,
4250,عافِيَة,EAfiyap,Alive.,noun,noun: singular lemma,,T4,0.333,6.712,media,high_frequency + dispersion,العافية; العافيه; عافية; عافيته; والعافية,
4251,الموضوع،,AlmwDwE،,Subject,noun_prop,noun: singular lemma,,T4,0.333,6.709,media,high_frequency + dispersion,الموضوع،,
4252,جُوزِيف,juwziyf,Joseph.,noun_prop,noun: singular lemma,,T4,0.333,6.709,media,high_frequency + dispersion,جوزيف,
4253,سترِيت,striyt,Street.,noun_prop,noun: singular lemma,,T4,0.333,6.709,media,high_frequency + dispersion,ستريت,
4254,تَسْيِير,tasoyiyr,Walking.,noun,noun: singular lemma,,T4,0.333,6.709,media,high_frequency + dispersion,بتسيير; تسيير; لتسيير,
4255,الديمقراطي،,AldymqrATy،,Democracy,noun_prop,noun: singular lemma,,T4,0.333,6.707,media,high_frequency + dispersion,الديمقراطي،,
4256,حسين،,Hsyn،,Hussein,noun_prop,noun: singular lemma,,T4,0.333,6.707,media,high_frequency + dispersion,حسين،,
4257,الاوروبيه،,AlAwrwbyh،,European,noun_prop,noun: singular lemma,,T4,0.333,6.707,media,high_frequency + dispersion,الأوروبية،; الاوروبية،,
4258,مُساءَلَة,musA'alap,Question.,noun,noun: singular lemma,,T4,0.333,6.707,media,high_frequency + dispersion,المساءلة; للمساءلة; مساءلة; والمساءلة,
4259,هَشّ,ha$~,Shake it off.,noun,noun: singular lemma,هشش,T4,0.333,6.707,media,high_frequency + dispersion,الهش; الهشة; هش; هشا; هشة,
4260,عَقْلِيّ,Eaqoliy~,My mind.,adj,adj: masc singular lemma,عقل,T4,0.333,6.707,media,high_frequency + dispersion,العقلي; العقلية; عقليا,
4261,خُصُوصِيّ,xuSuwSiy~,My own.,adj,adj: masc singular lemma,خصص,T4,0.333,6.707,media,high_frequency + dispersion,الخصوصية; خصوصيات; خصوصية,
4262,قَمْح,qamoH,Crystal.,noun,noun: singular lemma,قمح,T4,0.333,6.705,media,high_frequency + dispersion,القمح,
4263,موبايلي,mwbAyly,Mobile.,noun_prop,noun: singular lemma,,T4,0.333,6.705,media,high_frequency + dispersion,موبايلي,
4264,آدَم,|dam,Adam.,noun_prop,noun: singular lemma,,T4,0.333,6.705,media,high_frequency + dispersion,آدم; ادم,
4265,إِضْعاف,<iDoEAf,Double.,noun,noun: singular lemma,ضعف,T4,0.333,6.705,media,high_frequency + dispersion,إضعاف; لإضعاف; وإضعاف,
4266,تَشْخِيص,ta$oxiyS,Synthetic.,noun,noun: singular lemma,شخص,T4,0.333,6.705,media,high_frequency + dispersion,التشخيص; تشخيص,
4267,أَصْعَب,>aSoEab,Harder.,noun,noun: singular lemma,صعب,T4,0.333,6.705,media,high_frequency + dispersion,أصعب; اصعب; الأصعب,
4268,وَهْم,wahom,And they're... they're... they're...,noun,noun: singular lemma,,T4,0.333,6.705,media,high_frequency + dispersion,أوهام; الأوهام; الوهم,
4269,عَبّاد,Eab~Ad,Slaves.,noun_prop,noun: singular lemma,عبد,T4,0.333,6.705,media,high_frequency + dispersion,العباد; عباد; عبادي; والعباد,
4270,شَقِيقَة,$aqiyqap,Sister.,adj,adj: masc singular lemma,شقق,T4,0.333,6.703,media,high_frequency + dispersion,الشقيقة; شقيقة; شقيقته; شقيقتها,
4271,السبت،,Alsbt،,Saturday,noun_prop,noun: singular lemma,,T4,0.333,6.702,media,high_frequency + dispersion,السبت،,
4272,شَمْرِيّ,$amoriy~,My brunette.,noun_prop,noun: singular lemma,شمر,T4,0.333,6.702,media,high_frequency + dispersion,الشمري,
4273,قَزْوِين,qazowiyn,Disgusting.,noun_prop,noun: singular lemma,,T4,0.333,6.702,media,high_frequency + dispersion,قزوين,
4274,ٱِسْتِبْعاد,{isotiboEAd,Dismissed.,noun,noun: singular lemma,بعد,T4,0.333,6.702,media,high_frequency + dispersion,استبعاد; استبعاده,
4275,خُبْز,xuboz,Bread.,noun,noun: singular lemma,خبز,T4,0.333,6.702,media,high_frequency + dispersion,الخبز; خبز,
4276,تارَةً,tArapF,I'm sorry.,adv,particle/base,ترة,T4,0.333,6.702,media,high_frequency + dispersion,تارة; وتارة,
4277,وِصايَة,wiSAyap,Commandment.,noun,noun: singular lemma,,T4,0.333,6.702,media,high_frequency + dispersion,الوصاية; وصاية,
4278,فِدْيَة,fidoyap,A ransom.,noun,noun: singular lemma,,T4,0.333,6.702,media,high_frequency + dispersion,الفدية; بفدية; فدية,
4279,عبيدي,Ebydy,My slaves.,noun_prop,noun: singular lemma,,T4,0.333,6.7,media,high_frequency + dispersion,العبيدي,
4280,مو,mw,Moe.,noun_prop,noun: singular lemma,,T4,0.333,6.7,media,high_frequency + dispersion,مو,
4281,بِنْزِين,binoziyn,Benzien.,noun,noun: singular lemma,,T4,0.333,6.7,media,high_frequency + dispersion,البنزين; بنزين,
4282,بِلْيُون,biloyuwn,Billion.,noun,noun: singular lemma,بلن,T4,0.333,6.7,media,high_frequency + dispersion,بلايين; بليون,
4283,مُنْتَمِي,munotamiy,My belongings.,noun,noun: singular lemma,,T4,0.333,6.7,media,high_frequency + dispersion,المنتمي; المنتمية; المنتمين,
4284,ذَكاء,*akA',Smart.,noun,noun: singular lemma,,T4,0.333,6.7,media,high_frequency + dispersion,الذكاء; بذكاء; ذكاء,
4285,سُور,suwr,Sorry.,noun,noun: singular lemma,,T4,0.333,6.7,media,high_frequency + dispersion,أسوار; السور; سور,
4286,راضِي,rADiy,Satisfied.,adj,adj: masc singular lemma,,T4,0.333,6.698,media,high_frequency + dispersion,الراضي; راض; راضون; راضي; راضية ...,
4287,-صلي,-Sly,- Pray.,noun_prop,noun: singular lemma,,T4,0.333,6.697,media,high_frequency + dispersion,-صلى,
4288,شام,$Am,Sham.,noun_prop,noun: singular lemma,,T4,0.333,6.697,media,high_frequency + dispersion,الشام,
4289,حَمُّود,Ham~uwd,Hamoud,noun_prop,noun: singular lemma,حمد,T4,0.333,6.697,media,high_frequency + dispersion,الحمود; حمود; حمودي,
4290,إِشْكال,<i$okAl,Scramble.,noun,noun: singular lemma,شكل,T4,0.333,6.697,media,high_frequency + dispersion,إشكالات; إشكالية; اشكالية; الإشكالات,
4291,بَعْثِيّ,baEoviy~,Excuse me.,adj,adj: masc singular lemma,بعث,T4,0.333,6.697,media,high_frequency + dispersion,البعثي; البعثية; البعثيون; البعثيين,
4292,الحزب،,AlHzb،,Party,noun_prop,noun: singular lemma,,T4,0.333,6.695,media,high_frequency + dispersion,الحزب،,
4293,أَجْر,>ajor,I'm renting.,noun,noun: singular lemma,,T4,0.333,6.695,media,high_frequency + dispersion,الأجور; الاجور; باجور,
4294,ه,h,e,abbrev,particle/base,,T4,0.333,6.695,media,high_frequency + dispersion,ة; ه; هـ; هـــ,
4295,مُؤَرَّخ,mu&ar~ax,Dated,noun,noun: singular lemma,,T4,0.333,6.695,media,high_frequency + dispersion,المؤرخ; المؤرخون; المؤرخين,
4296,طَقْس,Taqos,Weather.,noun,noun: singular lemma,طقس,T4,0.333,6.695,media,high_frequency + dispersion,الطقس; الطقوس; طقوس,
4297,مُرَكَّب,murak~ab,Combined,adj,adj: masc singular lemma,ركب,T4,0.333,6.693,media,high_frequency + dispersion,المركب; مركب; مركبة,
4298,مَحْكُوم,maHokuwm,Ruled.,adj,adj: masc singular lemma,حكم,T4,0.333,6.693,media,high_frequency + dispersion,المحكوم; المحكومين; محكوم; محكومة,
4299,ٱِحْتِراف,{iHotirAf,Probably.,noun,noun: singular lemma,حرف,T4,0.333,6.693,media,high_frequency + dispersion,احتراف; احترافية; الاحتراف,
4300,دِيمُوقراطِيَّة,diymuwqrATiy~ap,Democrate.,noun,noun: singular lemma,,T4,0.333,6.693,media,high_frequency + dispersion,بالديموقراطية; للديموقراطية; والديموقراطية; وديموقراطية,
4301,مُفْرَد,muforad,Individual,noun,noun: singular lemma,فرد,T4,0.333,6.693,media,high_frequency + dispersion,المفردة; بمفرده; بمفردها; مفردة,
4302,تَرَدَّى,tarad~aY,Respond.,verb,verb: 3ms past lemma,,T4,0.333,6.691,media,high_frequency + dispersion,التردي; تردي,
4303,ٱِخْتَصّ,{ixotaS~,Pick it up.,verb,verb: 3ms past lemma,خصص,T4,0.333,6.691,media,high_frequency + dispersion,تختص; يختص,
4304,ٱِسْتَقَلّ,{isotaqal~,You're gonna get out of here.,verb,verb: 3ms past lemma,قلل,T4,0.333,6.691,media,high_frequency + dispersion,استقل; يستقل; يستقلون,
4305,خانَة,xAnap,An entry.,noun,noun: singular lemma,خنن,T4,0.333,6.69,media,high_frequency + dispersion,خانة,
4306,طويله،,Twylh،,Long.,noun_prop,noun: singular lemma,,T4,0.333,6.69,media,high_frequency + dispersion,طويلة،,
4307,بَلْغراد,balogrAd,Belgrad,noun_prop,noun: singular lemma,,T4,0.333,6.69,media,high_frequency + dispersion,بلجراد; بلغراد,
4308,بُرُوز,buruwz,Pross.,noun,noun: singular lemma,برز,T4,0.333,6.69,media,high_frequency + dispersion,بروز; وبروز,
4309,عائِش,EA}i$,Aish.,noun,noun: singular lemma,,T4,0.333,6.69,media,high_frequency + dispersion,عائشة; عايش,
4310,مُشاهِد,mu$Ahid,Witness.,noun,noun: singular lemma,شهد,T4,0.333,6.69,media,high_frequency + dispersion,المشاهدين; للمشاهد; مشاهدته,
4311,إِحالَة,<iHAlap,A referral.,noun,noun: singular lemma,,T4,0.333,6.69,media,high_frequency + dispersion,إحالة; احالة; بإحالة,
4312,هاجِس,hAjis,Haggis.,noun,noun: singular lemma,هجس,T4,0.333,6.69,media,high_frequency + dispersion,الهاجس; الهواجس; هاجس; هواجس,
4313,واثِق,wAviq,Trust me.,adj,adj: masc singular lemma,,T4,0.333,6.69,media,high_frequency + dispersion,واثق; واثقا; واثقة; واثقون,
4314,مُدَمِّرَة,mudam~irap,Destroyed,noun,noun: singular lemma,دمر,T4,0.333,6.688,media,high_frequency + dispersion,المدمرة,
4315,بيلوروسيا,bylwrwsyA,Pelorusia.,noun_prop,noun: singular lemma,,T4,0.333,6.688,media,high_frequency + dispersion,بيلوروسيا,
4316,قَطّ,qaT~,Cat.,noun,noun: singular lemma,قطط,T4,0.333,6.688,media,high_frequency + dispersion,القطط; قط; لقطة,
4317,القضيه،,AlqDyh،,The case,noun_prop,noun: singular lemma,,T4,0.333,6.685,media,high_frequency + dispersion,القضية،,
4318,بَسْط,basoT,Simple.,noun,noun: singular lemma,بسط,T4,0.333,6.685,media,high_frequency + dispersion,بسط; لبسط; وبسط,
4319,هَدْي,hadoy,A gift.,noun,noun: singular lemma,,T4,0.333,6.685,media,high_frequency + dispersion,الهدى; هدى; هدي; يهدي,
4320,مَعْمَل,maEomal,Working,noun,noun: singular lemma,عمل,T4,0.333,6.685,media,high_frequency + dispersion,المعامل; المعمل; معامل; معمل,
4321,طِيبَة,Tiybap,Good.,noun,noun: singular lemma,,T4,0.333,6.683,media,high_frequency + dispersion,الطيبة,
4322,سُوزان,suwzAn,Suzanne.,noun_prop,noun: singular lemma,,T4,0.333,6.683,media,high_frequency + dispersion,سوزان,
4323,لا،,lA،,No.,noun_prop,noun: singular lemma,,T4,0.333,6.683,media,high_frequency + dispersion,لا،,
4324,عُشّ,Eu$~,A nest.,noun,noun: singular lemma,عشش,T4,0.333,6.683,media,high_frequency + dispersion,عش; عشان,
4325,تَوَسُّط,tawas~uT,Moderate,noun,noun: singular lemma,,T4,0.333,6.683,media,high_frequency + dispersion,التوسط; تتوسط; توسط; توسطت; للتوسط ...,
4326,أَطَلّ,>aTal~,I'm stalling.,verb,verb: 3ms past lemma,طلل,T4,0.333,6.682,media,high_frequency + dispersion,أطل; تطل,
4327,سياسيه،,syAsyh،,Political,noun_prop,noun: singular lemma,,T4,0.333,6.68,media,high_frequency + dispersion,سياسية،,
4328,بَتّ,bat~,Done.,noun,noun: singular lemma,بتت,T4,0.333,6.68,media,high_frequency + dispersion,البت; بت; تبت,
4329,إِيغُور,<iyguwr,Igor.,noun_prop,noun: singular lemma,,T4,0.333,6.68,media,high_frequency + dispersion,إيغور; ايغور,
4330,أُسْطُورَة,>usoTuwrap,Pleasure.,noun,noun: singular lemma,سطر,T4,0.333,6.678,media,high_frequency + dispersion,أسطورة; اسطورة; الأساطير; الأسطورة,
4331,كَلِيب,kaliyb,Clip.,adj,adj: masc singular lemma,كلب,T4,0.333,6.677,media,high_frequency + dispersion,الكليب; كليب,
4332,النفط،,AlnfT،,Oil,noun_prop,noun: singular lemma,,T4,0.333,6.675,media,high_frequency + dispersion,النفط،,
4333,هامْبُورْغ,hAmobuwrog,Hamburg,noun_prop,noun: singular lemma,,T4,0.333,6.675,media,high_frequency + dispersion,هامبورج; هامبورغ,
4334,أَيْدز,>ayodz,Eds.,noun_prop,noun: singular lemma,,T4,0.333,6.675,media,high_frequency + dispersion,الإيدز; الايدز,
4335,نُزُوح,nuzuwH,Evacuate.,noun,noun: singular lemma,نزح,T4,0.333,6.675,media,high_frequency + dispersion,النزوح; نزوح; ونزوح,
4336,إِبْلاغ,<ibolAg,Report,noun,noun: singular lemma,بلغ,T4,0.333,6.675,media,high_frequency + dispersion,إبلاغ; ابلاغ; الإبلاغ; بإبلاغ,
4337,مارُونِيّ,mAruwniy~,Maroni.,adj,adj: masc singular lemma,,T4,0.333,6.675,media,high_frequency + dispersion,الماروني; المارونية; الموارنة; ماروني,
4338,عُثْمانِيّ,EuvomAniy~,My moths...,adj,adj: masc singular lemma,عثم,T4,0.333,6.673,media,high_frequency + dispersion,العثماني; العثمانية; العثمانيين,
4339,الانسانيه،,AlAnsAnyh،,Humanity,noun_prop,noun: singular lemma,,T4,0.333,6.673,media,high_frequency + dispersion,الإنسانية،; الانسانية،,
4340,ظَلام,ZalAm,Dark.,noun,noun: singular lemma,ظلم,T4,0.333,6.673,media,high_frequency + dispersion,الظلام; ظلام,
4341,تَطَلُّعات,taTal~uEAt,Appearances,noun,noun: singular lemma,طلع,T4,0.333,6.673,media,high_frequency + dispersion,التطلعات; تطلعات; وتطلعات,
4342,هَدَأ,hada>,Calm down.,verb,verb: 3ms past lemma,,T4,0.333,6.672,media,high_frequency + dispersion,تهدأ; هدأت; يهدأ,
4343,جاب,jAb,Gabe.,verb,verb: 3ms past lemma,,T4,0.333,6.672,media,high_frequency + dispersion,تجوب; جاب; جابت,
4344,عابِر,EAbir,Pass.,adj,adj: masc singular lemma,عبر,T4,0.333,6.671,media,high_frequency + dispersion,العابر; العابرة; عابر; عابرة,
4345,الحقيقه،,AlHqyqh،,The truth is,noun_prop,noun: singular lemma,,T4,0.333,6.671,media,high_frequency + dispersion,الحقيقة،,
4346,الشماليه،,Al$mAlyh،,North.,noun_prop,noun: singular lemma,,T4,0.333,6.671,media,high_frequency + dispersion,الشمالية،,
4347,فَوْزِيّ,fawoziy~,My win.,noun_prop,noun: singular lemma,,T4,0.333,6.671,media,high_frequency + dispersion,فوزي,
4348,فِيتُو,fiytuw,Vito.,noun,noun: singular lemma,,T4,0.333,6.671,media,high_frequency + dispersion,الفيتو; فيتو,
4349,تَصْدِيق,taSodiyq,You believe.,noun,noun: singular lemma,صدق,T4,0.333,6.671,media,high_frequency + dispersion,التصديق; تصديق,
4350,مُقاوِم,muqAwim,Resisting.,noun,noun: singular lemma,,T4,0.333,6.671,media,high_frequency + dispersion,المقاوم; المقاومين; مقاوم; مقاومين,
4351,مَذْبَحَة,ma*obaHap,Slaughtered.,noun,noun: singular lemma,ذبح,T4,0.333,6.671,media,high_frequency + dispersion,المذابح; المذبحة; مذابح; مذبحة,
4352,سارِي,sAriy,I'm gonna walk.,noun,noun: singular lemma,,T4,0.333,6.671,media,high_frequency + dispersion,الساري; السارية; ساري; ساريا; سارية,
4353,فائِت,fA}it,Missed.,adj,adj: masc singular lemma,,T4,0.333,6.67,media,high_frequency + dispersion,الفائت; الفائتة,
4354,كَثِيف,kaviyf,So much.,adj,adj: masc singular lemma,كثف,T4,0.333,6.67,media,high_frequency + dispersion,الكثيف; الكثيفة; كثيف; كثيفة,
4355,كِفايَة,kifAyap,Enough.,noun,noun: singular lemma,,T4,0.333,6.668,media,high_frequency + dispersion,الكفاية; كفاية,
4356,ثِقْل,viqol,Trust me.,noun,noun: singular lemma,ثقل,T4,0.333,6.668,media,high_frequency + dispersion,الثقل; ثقل; ثقلها,
4357,زَيْت,zayot,Zet.,noun,noun: singular lemma,,T4,0.333,6.668,media,high_frequency + dispersion,الزيت; الزيوت; زيت,
4358,طاغِي,TAgiy,Tyrant.,noun,noun: singular lemma,,T4,0.333,6.668,media,high_frequency + dispersion,الطاغي; الطاغية; الطغاة; طاغية,
4359,حَكَى,HakaY,It's a tale.,verb,verb: 3ms past lemma,,T4,0.333,6.668,media,high_frequency + dispersion,تحكي; يحكي,
4360,قَبَع,qabaE,A hat.,verb,verb: 3ms past lemma,قبع,T4,0.333,6.668,media,high_frequency + dispersion,قبعة; يقبع; يقبعون,
4361,بوشهر,bw$hr,Bushehr.,noun_prop,noun: singular lemma,,T4,0.333,6.666,media,high_frequency + dispersion,بوشهر,
4362,شخص،,$xS،,Someone,noun_prop,noun: singular lemma,,T4,0.333,6.666,media,high_frequency + dispersion,شخص،,
4363,نَجْران,najorAn,We're working.,noun_prop,noun: singular lemma,نجر,T4,0.333,6.666,media,high_frequency + dispersion,نجران,
4364,شِتاء,$itA',Winter.,noun,noun: singular lemma,,T4,0.333,6.666,media,high_frequency + dispersion,الشتاء; شتاء,
4365,حَوْض,HawoD,Abort.,noun,noun: singular lemma,,T4,0.333,6.666,media,high_frequency + dispersion,الحوض; حوض,
